StimmbezirkNr,Kommunalwahlkreis,Landtagswahlkreis,Bundestagswahlkreis,StadtbezirkNr,StadtbezirkName,StadtteilNr,StadtteilName,X,Y,Einwohner,AnteilAusländer,Wahlberechtigte,AnteilFrauen,18bis24Jahre,25bis34Jahre,35bis44Jahre,45bis59Jahre,Ab60Jahre,AnteilWahlberechtigte,Anteil18bis24Jahre,Anteil25bis34Jahre,Anteil35bis44Jahre,Anteil45bis59Jahre,AnteilAb60Jahre,Wahlberechtigte2009,Wahlbeteiligung2009,GueltigeZweitstimmen2009,Zweitstimmen_SPD_2009,Zweitstimmen_CDU_2009,Zweitstimmen_FDP_2009,Zweitstimmen_GRUENE_2009,Zweitstimmen_DIE_LINKE_2009,Zweitstimmen_Sonstige_2009,ZweitstimmenAnteil_SPD_2009,ZweitstimmenAnteil_CDU_2009,ZweitstimmenAnteil_GRUENE_2009,ZweitstimmenAnteil_FDP_2009,ZweitstimmenAnteil_DIE_LINKE_2009,ZweitstimmenAnteil_Sonstige_2009,GueltigeErststimmen2009,Erststimmen_SPD_2009,Erststimmen_CDU_2009,Erststimmen_FDP_2009,Erststimmen_GRUENE_2009,Erststimmen_DIE_LINKE_2009,Erststimmen_Sonstige_2009,ErststimmenAnteil_SPD_2009,ErststimmenAnteil_CDU_2009,ErststimmenAnteil_GRUENE_2009,ErststimmenAnteil_FDP_2009,ErststimmenAnteil_DIE_LINKE_2009,ErststimmenAnteil_Sonstige_2009
40402,25,15,95,4,Ehrenfeld,404,Vogelsang,6.8774870709,50.9577096247,905,8,698,52,54,52,119,211,262,77.13,7.74,7.45,17.05,30.23,37.54,696,76.3,527,155,164,78,65,39,26,29.41,31.12,12.33,14.80,7.40,4.93,525,191,180,55,50,41,8,36.38,34.29,9.52,10.48,7.81,1.52
40403,25,15,95,4,Ehrenfeld,404,Vogelsang,6.872874098,50.9559701361,667,4.3,551,50.3,54,38,67,173,219,82.61,9.80,6.90,12.16,31.40,39.75,545,76.3,410,147,106,46,65,29,17,35.85,25.85,15.85,11.22,7.07,4.15,410,174,113,38,51,29,5,42.44,27.56,12.44,9.27,7.07,1.22
40404,25,15,95,4,Ehrenfeld,404,Vogelsang,6.8845166175,50.9576632137,1445,7.3,1161,49.4,106,134,145,354,422,80.35,9.13,11.54,12.49,30.49,36.35,1141,70.7,796,253,210,125,96,73,39,31.78,26.38,12.06,15.70,9.17,4.90,793,290,252,78,96,60,17,36.57,31.78,12.11,9.84,7.57,2.14
40405,25,15,95,4,Ehrenfeld,404,Vogelsang,6.8747648034,50.9622184245,1939,21.4,1235,53,107,190,149,353,436,63.69,8.66,15.38,12.06,28.58,35.30,1185,57.0,667,236,168,90,74,70,29,35.38,25.19,11.09,13.49,10.49,4.35,664,293,190,54,64,46,17,44.13,28.61,9.64,8.13,6.93,2.56
40406,25,15,95,4,Ehrenfeld,404,Vogelsang,6.8768617085,50.9668401414,1926,18.2,1250,51.3,125,168,253,401,303,64.90,10.00,13.44,20.24,32.08,24.24,1163,69.1,796,230,205,120,124,63,54,28.89,25.75,15.58,15.08,7.91,6.78,793,316,243,77,89,51,17,39.85,30.64,11.22,9.71,6.43,2.14
40501,25,15,95,4,Ehrenfeld,405,Bocklemünd/Mengenich,6.8536437295,50.9765825188,1154,14.3,782,52.6,68,118,143,221,232,67.76,8.70,15.09,18.29,28.26,29.67,790,69.9,549,132,174,86,81,50,26,24.04,31.69,14.75,15.66,9.11,4.74,546,167,202,49,74,47,7,30.59,37.00,13.55,8.97,8.61,1.28
40502,25,15,95,4,Ehrenfeld,405,Bocklemünd/Mengenich,6.8592141832,50.9822775098,982,11.3,749,52.9,70,89,93,259,238,76.27,9.35,11.88,12.42,34.58,31.78,762,68.5,520,132,169,80,88,35,16,25.38,32.50,16.92,15.38,6.73,3.08,521,188,200,44,55,33,1,36.08,38.39,10.56,8.45,6.33,0.19
40503,25,15,95,4,Ehrenfeld,405,Bocklemünd/Mengenich,6.8672562384,50.9744669971,1905,12,1376,53.5,110,169,207,398,492,72.23,7.99,12.28,15.04,28.92,35.76,1398,61.7,857,216,271,164,102,65,39,25.20,31.62,11.90,19.14,7.58,4.55,854,281,351,90,76,48,8,32.90,41.10,8.90,10.54,5.62,0.94
40504,25,15,95,4,Ehrenfeld,405,Bocklemünd/Mengenich,6.8684902699,50.9788598059,2092,28.3,1160,54.6,121,90,106,283,560,55.45,10.43,7.76,9.14,24.40,48.28,1269,56.4,709,335,130,68,46,96,34,47.25,18.34,6.49,9.59,13.54,4.80,706,387,136,45,47,82,9,54.82,19.26,6.66,6.37,11.61,1.27
40505,25,15,95,4,Ehrenfeld,405,Bocklemünd/Mengenich,6.8698224094,50.9815792087,1164,19.2,745,56.8,68,70,78,166,363,64.00,9.13,9.40,10.47,22.28,48.72,761,58.9,444,157,99,55,38,74,21,35.36,22.30,8.56,12.39,16.67,4.73,440,186,106,44,30,62,12,42.27,24.09,6.82,10.00,14.09,2.73
40506,25,15,95,4,Ehrenfeld,405,Bocklemünd/Mengenich,6.8665938037,50.9799317456,766,15.8,529,55.4,53,60,46,158,212,69.06,10.02,11.34,8.70,29.87,40.08,607,58.2,349,150,70,32,19,55,23,42.98,20.06,5.44,9.17,15.76,6.59,349,174,74,21,16,52,12,49.86,21.20,4.58,6.02,14.90,3.44
40507,25,15,95,4,Ehrenfeld,405,Bocklemünd/Mengenich,6.8644416823,50.9868699681,2287,24.6,1311,53.4,126,162,154,325,544,57.32,9.61,12.36,11.75,24.79,41.50,1349,54.5,725,287,138,71,58,126,45,39.59,19.03,8.00,9.79,17.38,6.21,722,331,149,53,49,119,21,45.84,20.64,6.79,7.34,16.48,2.91
40601,24,15,95,4,Ehrenfeld,406,Ossendorf,6.9095532067,50.9669327207,1751,20.1,1135,53.5,123,202,180,325,305,64.82,10.84,17.80,15.86,28.63,26.87,1113,58.0,639,190,147,75,98,82,47,29.73,23.00,15.34,11.74,12.83,7.36,636,250,172,42,80,77,15,39.31,27.04,12.58,6.60,12.11,2.36
40602,24,15,95,4,Ehrenfeld,406,Ossendorf,6.9042768094,50.9669654411,1891,15.7,1305,52.1,130,166,170,409,430,69.01,9.96,12.72,13.03,31.34,32.95,1380,59.4,814,220,249,101,113,85,46,27.03,30.59,13.88,12.41,10.44,5.65,810,273,286,68,104,67,12,33.70,35.31,12.84,8.40,8.27,1.48
40603,24,15,95,4,Ehrenfeld,406,Ossendorf,6.8903469863,50.9816636672,2317,16.7,1481,51.4,139,140,294,457,451,63.92,9.39,9.45,19.85,30.86,30.45,1416,74.1,1035,234,337,163,160,77,64,22.61,32.56,15.46,15.75,7.44,6.18,1033,317,394,98,139,68,17,30.69,38.14,13.46,9.49,6.58,1.65
40604,24,15,95,4,Ehrenfeld,406,Ossendorf,6.9110995077,50.9752996237,1942,22.2,1010,52.4,90,175,253,378,114,52.01,8.91,17.33,25.05,37.43,11.29,1007,62.0,619,189,144,78,111,63,34,30.53,23.26,17.93,12.60,10.18,5.49,617,239,161,47,95,61,14,38.74,26.09,15.40,7.62,9.89,2.27
40605,24,15,95,4,Ehrenfeld,406,Ossendorf,6.9133354699,50.9698038711,2029,21.8,1094,50.1,142,212,285,363,92,53.92,12.98,19.38,26.05,33.18,8.41,1065,57.6,608,171,146,63,124,70,34,28.13,24.01,20.39,10.36,11.51,5.59,609,217,158,43,115,69,7,35.63,25.94,18.88,7.06,11.33,1.15
50101,32,15,95,5,Nippes,501,Nippes,6.9451536227,50.9560866049,1087,15.1,816,53.7,61,149,186,225,195,75.07,7.48,18.26,22.79,27.57,23.90,831,74.4,616,185,114,60,153,66,38,30.03,18.51,24.84,9.74,10.71,6.17,616,233,130,37,162,47,7,37.82,21.10,26.30,6.01,7.63,1.14
50102,32,15,95,5,Nippes,501,Nippes,6.9483843506,50.958412565,1001,11.5,791,54.4,53,187,122,186,243,79.02,6.70,23.64,15.42,23.51,30.72,800,69.5,547,149,116,49,134,65,34,27.24,21.21,24.50,8.96,11.88,6.22,547,206,122,36,125,51,7,37.66,22.30,22.85,6.58,9.32,1.28
50103,32,15,95,5,Nippes,501,Nippes,6.9455356692,50.9591844949,1880,22.7,1264,52.6,123,308,267,318,248,67.23,9.73,24.37,21.12,25.16,19.62,1189,68.3,805,212,156,82,228,73,54,26.34,19.38,28.32,10.19,9.07,6.71,805,304,179,52,204,61,5,37.76,22.24,25.34,6.46,7.58,0.62
50104,32,15,95,5,Nippes,501,Nippes,6.9516702153,50.9582975261,1202,21.5,818,52,63,241,175,202,137,68.05,7.70,29.46,21.39,24.69,16.75,789,74.8,589,138,106,61,180,70,34,23.43,18.00,30.56,10.36,11.88,5.77,586,189,125,32,177,59,4,32.25,21.33,30.20,5.46,10.07,0.68
50105,32,15,95,5,Nippes,501,Nippes,6.9530693301,50.9597069626,918,12.7,711,54.7,51,209,148,181,122,77.45,7.17,29.40,20.82,25.46,17.16,717,78.7,560,141,105,59,153,70,32,25.18,18.75,27.32,10.54,12.50,5.71,559,208,120,35,144,47,5,37.21,21.47,25.76,6.26,8.41,0.89
50106,32,15,95,5,Nippes,501,Nippes,6.9438740505,50.9652611016,2489,9.1,1519,51,43,382,652,356,86,61.03,2.83,25.15,42.92,23.44,5.66,1133,86.1,971,242,176,125,307,68,53,24.92,18.13,31.62,12.87,7.00,5.46,969,351,224,66,270,53,5,36.22,23.12,27.86,6.81,5.47,0.52
50107,32,15,95,5,Nippes,501,Nippes,6.9448568068,50.9612798723,1567,16.9,924,54.7,67,143,200,306,208,58.97,7.25,15.48,21.65,33.12,22.51,862,80.7,693,204,106,68,223,59,33,29.44,15.30,32.18,9.81,8.51,4.76,692,268,122,40,213,47,2,38.73,17.63,30.78,5.78,6.79,0.29
50108,32,15,95,5,Nippes,501,Nippes,6.9485415585,50.9626031999,1733,20,1185,54,87,269,220,362,247,68.38,7.34,22.70,18.57,30.55,20.84,1189,74.8,883,222,149,78,290,102,42,25.14,16.87,32.84,8.83,11.55,4.76,882,305,161,51,292,62,11,34.58,18.25,33.11,5.78,7.03,1.25
50109,32,15,95,5,Nippes,501,Nippes,6.952257607,50.9622681342,957,13.6,715,52.7,47,187,163,183,135,74.71,6.57,26.15,22.80,25.59,18.88,715,75.5,536,138,86,66,153,66,27,25.75,16.04,28.54,12.31,12.31,5.04,532,189,111,32,141,53,6,35.53,20.86,26.50,6.02,9.96,1.13
50110,32,15,95,5,Nippes,501,Nippes,6.9514701254,50.963866697,1046,16.3,745,53.8,65,196,175,180,129,71.22,8.72,26.31,23.49,24.16,17.32,716,79.6,567,152,105,50,193,46,21,26.81,18.52,34.04,8.82,8.11,3.70,565,200,116,33,174,38,4,35.40,20.53,30.80,5.84,6.73,0.71
50111,32,15,95,5,Nippes,501,Nippes,6.949719104,50.9651853935,1808,15,1340,53,90,313,325,338,274,74.12,6.72,23.36,24.25,25.22,20.45,1291,71.5,909,232,139,86,283,114,55,25.52,15.29,31.13,9.46,12.54,6.05,907,317,153,58,280,89,10,34.95,16.87,30.87,6.39,9.81,1.10
50112,32,15,95,5,Nippes,501,Nippes,6.9460450508,50.968803427,1783,17.2,1274,57.5,118,231,248,354,323,71.45,9.26,18.13,19.47,27.79,25.35,1274,72.8,925,243,183,92,259,100,48,26.27,19.78,28.00,9.95,10.81,5.19,923,324,208,57,243,83,8,35.10,22.54,26.33,6.18,8.99,0.87
50113,32,15,95,5,Nippes,501,Nippes,6.9504648566,50.9678369571,1003,8.5,782,55.5,24,122,191,225,220,77.97,3.07,15.60,24.42,28.77,28.13,801,80.4,640,144,124,66,218,67,21,22.50,19.38,34.06,10.31,10.47,3.28,639,225,131,52,186,43,2,35.21,20.50,29.11,8.14,6.73,0.31
50114,32,15,95,5,Nippes,501,Nippes,6.9520350349,50.9708266779,1570,18.7,1063,51.4,100,310,218,211,224,67.71,9.41,29.16,20.51,19.85,21.07,821,65.3,531,136,103,55,155,61,21,25.61,19.40,29.19,10.36,11.49,3.95,531,180,123,32,145,46,5,33.90,23.16,27.31,6.03,8.66,0.94
50115,32,15,95,5,Nippes,501,Nippes,6.9573788311,50.9700240278,1582,18.6,1023,51.2,69,173,223,330,228,64.66,6.74,16.91,21.80,32.26,22.29,975,75.0,725,159,153,86,209,79,39,21.93,21.10,28.83,11.86,10.90,5.38,722,239,170,55,190,63,5,33.10,23.55,26.32,7.62,8.73,0.69
50116,32,15,95,5,Nippes,501,Nippes,6.9565512579,50.9678603072,1525,20.3,1013,52.6,66,259,237,236,215,66.43,6.52,25.57,23.40,23.30,21.22,995,75.8,751,191,152,90,224,76,18,25.43,20.24,29.83,11.98,10.12,2.40,750,249,180,51,211,58,1,33.20,24.00,28.13,6.80,7.73,0.13
50117,32,15,95,5,Nippes,501,Nippes,6.9546397389,50.9661606108,1250,17.8,868,55.6,46,244,233,187,158,69.44,5.30,28.11,26.84,21.54,18.20,872,81.2,704,160,130,82,227,70,35,22.73,18.47,32.24,11.65,9.94,4.97,703,232,160,43,215,50,3,33.00,22.76,30.58,6.12,7.11,0.43
50118,32,15,95,5,Nippes,501,Nippes,6.9598624116,50.9652351078,1634,16,1151,54.5,93,244,244,345,225,70.44,8.08,21.20,21.20,29.97,19.55,1105,72.9,796,184,114,83,272,103,40,23.12,14.32,34.17,10.43,12.94,5.03,799,278,135,53,246,79,8,34.79,16.90,30.79,6.63,9.89,1.00
50119,32,15,95,5,Nippes,501,Nippes,6.9553657991,50.963887228,1441,23.7,991,52.5,82,259,208,246,196,68.77,8.27,26.14,20.99,24.82,19.78,952,70.2,667,164,110,72,219,69,33,24.59,16.49,32.83,10.79,10.34,4.95,666,260,131,45,168,57,5,39.04,19.67,25.23,6.76,8.56,0.75
50120,32,15,95,5,Nippes,501,Nippes,6.9563605229,50.9622451919,1447,13.6,1090,53.9,91,291,241,262,205,75.33,8.35,26.70,22.11,24.04,18.81,1031,77.0,788,196,131,91,260,65,45,24.87,16.62,32.99,11.55,8.25,5.71,789,277,157,55,245,51,4,35.11,19.90,31.05,6.97,6.46,0.51
50121,33,15,95,5,Nippes,501,Nippes,6.9560801708,50.9589077164,744,11.4,574,55.7,32,113,122,163,144,77.15,5.57,19.69,21.25,28.40,25.09,593,83.8,490,117,104,52,155,47,15,23.88,21.22,31.63,10.61,9.59,3.06,491,176,114,32,129,38,2,35.85,23.22,26.27,6.52,7.74,0.41
50122,33,15,95,5,Nippes,501,Nippes,6.9558701563,50.960827454,893,13.3,661,51,44,168,152,179,118,74.02,6.66,25.42,23.00,27.08,17.85,643,78.2,500,113,105,60,153,52,17,22.60,21.00,30.60,12.00,10.40,3.40,501,177,127,29,127,39,2,35.33,25.35,25.35,5.79,7.78,0.40
50123,33,15,95,5,Nippes,501,Nippes,6.9604836631,50.9601174557,1159,10.8,917,55.8,44,150,160,260,303,79.12,4.80,16.36,17.45,28.35,33.04,950,80.8,765,189,180,93,189,75,39,24.71,23.53,24.71,12.16,9.80,5.10,761,277,209,56,163,51,5,36.40,27.46,21.42,7.36,6.70,0.66
50124,33,15,95,5,Nippes,501,Nippes,6.9644683012,50.9625489236,1271,10.5,989,53,83,223,186,264,233,77.81,8.39,22.55,18.81,26.69,23.56,969,78.0,753,182,175,102,179,78,37,24.17,23.24,23.77,13.55,10.36,4.91,752,235,201,62,180,67,7,31.25,26.73,23.94,8.24,8.91,0.93
50125,33,15,95,5,Nippes,501,Nippes,6.9650687844,50.9685629468,1179,25.3,675,51,93,113,100,239,130,57.25,13.78,16.74,14.81,35.41,19.26,683,69.4,472,145,73,50,121,59,24,30.72,15.47,25.64,10.59,12.50,5.08,473,209,89,28,96,44,7,44.19,18.82,20.30,5.92,9.30,1.48
50126,33,15,95,5,Nippes,501,Nippes,6.9614250531,50.9677178081,767,17.7,533,55,35,114,105,110,169,69.49,6.57,21.39,19.70,20.64,31.71,538,69.0,367,110,74,41,89,43,10,29.97,20.16,24.25,11.17,11.72,2.72,367,141,88,23,81,30,4,38.42,23.98,22.07,6.27,8.17,1.09
50201,31,16,95,5,Nippes,502,Mauenheim,6.9369743135,50.97580427,918,8.3,673,52.5,54,39,101,247,232,73.31,8.02,5.79,15.01,36.70,34.47,652,74.5,483,147,125,47,96,52,16,30.43,25.88,19.88,9.73,10.77,3.31,482,191,127,36,78,46,4,39.63,26.35,16.18,7.47,9.54,0.83
50202,31,16,95,5,Nippes,502,Mauenheim,6.9414141074,50.9720324373,1105,19.5,661,55.1,66,78,105,194,218,59.82,9.98,11.80,15.89,29.35,32.98,677,67.5,450,137,112,48,80,56,17,30.44,24.89,17.78,10.67,12.44,3.78,449,196,119,29,63,39,3,43.65,26.50,14.03,6.46,8.69,0.67
50203,31,16,95,5,Nippes,502,Mauenheim,6.9440308318,50.9740827873,1793,19.6,1161,53.8,115,189,183,306,368,64.75,9.91,16.28,15.76,26.36,31.70,1137,71.2,805,249,182,94,139,95,46,30.93,22.61,17.27,11.68,11.80,5.71,804,314,200,67,128,77,18,39.05,24.88,15.92,8.33,9.58,2.24
50204,31,16,95,5,Nippes,502,Mauenheim,6.9483820723,50.9743152731,1835,14.8,1427,50.7,115,298,233,380,401,77.77,8.06,20.88,16.33,26.63,28.10,1408,68.1,948,283,234,114,151,108,58,29.85,24.68,15.93,12.03,11.39,6.12,946,357,264,73,156,82,14,37.74,27.91,16.49,7.72,8.67,1.48
50301,33,16,95,5,Nippes,503,Riehl,6.9775173158,50.9662389815,906,10.4,739,52.6,42,166,120,208,203,81.57,5.68,22.46,16.24,28.15,27.47,717,73.6,523,144,130,75,103,47,24,27.53,24.86,19.69,14.34,8.99,4.59,521,177,151,49,93,41,10,33.97,28.98,17.85,9.40,7.87,1.92
50302,33,16,95,5,Nippes,503,Riehl,6.9765564104,50.9649378568,888,12.6,665,50.2,67,121,98,202,177,74.89,10.08,18.20,14.74,30.38,26.62,655,75.3,490,129,119,53,131,40,18,26.33,24.29,26.73,10.82,8.16,3.67,488,182,130,32,106,33,5,37.30,26.64,21.72,6.56,6.76,1.02
50303,33,16,95,5,Nippes,503,Riehl,6.9701128722,50.9620266352,1034,8.9,776,55,63,93,122,233,265,75.05,8.12,11.98,15.72,30.03,34.15,778,83.9,648,148,206,95,141,34,24,22.84,31.79,21.76,14.66,5.25,3.70,648,200,228,70,113,30,7,30.86,35.19,17.44,10.80,4.63,1.08
50304,33,16,95,5,Nippes,503,Riehl,6.9721291611,50.9601961124,873,4.9,704,54.7,33,98,161,212,200,80.64,4.69,13.92,22.87,30.11,28.41,702,85.6,596,144,158,90,144,43,17,24.16,26.51,24.16,15.10,7.21,2.85,596,196,176,68,117,34,5,32.89,29.53,19.63,11.41,5.70,0.84
50305,33,16,95,5,Nippes,503,Riehl,6.9743508549,50.9669729797,907,7.5,719,55.6,28,106,121,229,235,79.27,3.89,14.74,16.83,31.85,32.68,748,80.9,604,181,161,72,110,56,24,29.97,26.66,18.21,11.92,9.27,3.97,603,216,185,51,98,46,7,35.82,30.68,16.25,8.46,7.63,1.16
50306,33,16,95,5,Nippes,503,Riehl,6.9772499835,50.9679628858,765,16.5,571,51.1,39,97,103,169,163,74.64,6.83,16.99,18.04,29.60,28.55,575,60.3,341,116,72,27,57,52,17,34.02,21.11,16.72,7.92,15.25,4.99,341,144,75,22,53,42,5,42.23,21.99,15.54,6.45,12.32,1.47
50307,33,16,95,5,Nippes,503,Riehl,6.97244255,50.9693210658,1088,15.9,770,56,71,128,109,201,261,70.77,9.22,16.62,14.16,26.10,33.90,741,62.5,459,161,94,53,63,55,33,35.08,20.48,13.73,11.55,11.98,7.19,458,197,110,28,69,48,6,43.01,24.02,15.07,6.11,10.48,1.31
50308,33,16,95,5,Nippes,503,Riehl,6.970917059,50.965818251,856,6.8,637,53.8,45,72,107,211,202,74.42,7.06,11.30,16.80,33.12,31.71,617,89.5,551,132,130,104,116,49,20,23.96,23.59,21.05,18.87,8.89,3.63,550,180,163,69,97,37,4,32.73,29.64,17.64,12.55,6.73,0.73
50309,33,16,95,5,Nippes,503,Riehl,6.9832797707,50.9678453842,1158,5.3,1087,67.6,7,7,21,76,976,93.87,0.64,0.64,1.93,6.99,89.79,1127,42.0,462,174,136,53,46,39,14,37.66,29.44,9.96,11.47,8.44,3.03,461,193,154,38,38,32,6,41.87,33.41,8.24,8.24,6.94,1.30
50310,33,16,95,5,Nippes,503,Riehl,6.9851380587,50.9626038911,1011,13.7,792,54.3,24,78,108,180,402,78.34,3.03,9.85,13.64,22.73,50.76,795,73.2,576,170,160,97,79,44,26,29.51,27.78,13.72,16.84,7.64,4.51,575,212,202,53,64,39,5,36.87,35.13,11.13,9.22,6.78,0.87
50311,33,16,95,5,Nippes,503,Riehl,6.9766226757,50.9602410834,1712,34.9,964,53,76,159,113,214,402,56.31,7.88,16.49,11.72,22.20,41.70,837,63.9,529,170,127,72,69,67,24,32.14,24.01,13.04,13.61,12.67,4.54,525,213,153,50,47,52,10,40.57,29.14,8.95,9.52,9.90,1.90
50401,30,16,95,5,Nippes,504,Niehl,6.9633676494,50.9879681558,1154,17.2,828,50.6,90,156,148,240,194,71.75,10.87,18.84,17.87,28.99,23.43,783,70.6,545,133,155,69,103,55,30,24.40,28.44,18.90,12.66,10.09,5.50,545,181,169,50,87,51,7,33.21,31.01,15.96,9.17,9.36,1.28
50402,30,16,95,5,Nippes,504,Niehl,6.9655686241,50.9844072446,1157,16.2,810,51,86,154,142,220,208,70.01,10.62,19.01,17.53,27.16,25.68,709,73.2,517,123,158,69,92,53,22,23.79,30.56,17.79,13.35,10.25,4.26,515,152,179,46,74,58,6,29.51,34.76,14.37,8.93,11.26,1.17
50403,30,16,95,5,Nippes,504,Niehl,6.9599817442,50.9930655596,1532,18.9,1015,49.5,72,136,159,328,320,66.25,7.09,13.40,15.67,32.32,31.53,1018,66.9,672,192,186,114,91,52,37,28.57,27.68,13.54,16.96,7.74,5.51,669,248,227,67,75,42,10,37.07,33.93,11.21,10.01,6.28,1.49
50404,30,16,95,5,Nippes,504,Niehl,6.9464855046,51.0072811509,1138,16.2,824,51.9,57,115,108,267,277,72.41,6.92,13.96,13.11,32.40,33.62,814,69.2,557,133,198,77,67,47,35,23.88,35.55,12.03,13.82,8.44,6.28,557,178,222,50,57,44,6,31.96,39.86,10.23,8.98,7.90,1.08
50405,33,16,95,5,Nippes,504,Niehl,6.9742431803,50.9727436148,1917,30.8,975,53.4,94,195,188,271,227,50.86,9.64,20.00,19.28,27.79,23.28,808,44.3,353,121,57,33,54,70,18,34.28,16.15,15.30,9.35,19.83,5.10,351,146,64,25,47,63,6,41.60,18.23,13.39,7.12,17.95,1.71
50406,33,16,95,5,Nippes,504,Niehl,6.9637865126,50.9725976173,3210,27.9,1752,53.2,165,353,353,438,443,54.58,9.42,20.15,20.15,25.00,25.29,1480,57.1,833,257,146,107,149,114,60,30.85,17.53,17.89,12.85,13.69,7.20,832,347,176,72,120,106,11,41.71,21.15,14.42,8.65,12.74,1.32
50407,34,16,95,5,Nippes,504,Niehl,6.9576249569,50.9742970512,839,10.5,619,51.7,47,94,98,193,187,73.78,7.59,15.19,15.83,31.18,30.21,632,71.8,449,120,105,62,99,42,21,26.73,23.39,22.05,13.81,9.35,4.68,445,156,121,39,90,35,4,35.06,27.19,20.22,8.76,7.87,0.90
50408,34,16,95,5,Nippes,504,Niehl,6.9610801039,50.9752554785,834,15.5,630,50.2,45,103,93,161,228,75.54,7.14,16.35,14.76,25.56,36.19,592,71.1,417,119,107,58,61,46,26,28.54,25.66,14.63,13.91,11.03,6.24,417,143,124,42,62,40,6,34.29,29.74,14.87,10.07,9.59,1.44
50409,34,16,95,5,Nippes,504,Niehl,6.9679454298,50.9754343093,979,13.9,678,52.9,51,71,99,190,267,69.25,7.52,10.47,14.60,28.02,39.38,707,72.8,512,153,123,74,79,51,32,29.88,24.02,15.43,14.45,9.96,6.25,509,205,148,43,63,42,8,40.28,29.08,12.38,8.45,8.25,1.57
50410,34,16,95,5,Nippes,504,Niehl,6.9642586095,50.9753947822,944,23.8,612,60.5,24,90,64,113,321,64.83,3.92,14.71,10.46,18.46,52.45,562,63.9,352,131,92,40,40,40,9,37.22,26.14,11.36,11.36,11.36,2.56,352,152,107,25,33,33,2,43.18,30.40,9.38,7.10,9.38,0.57
50411,34,16,95,5,Nippes,504,Niehl,6.9824954514,50.9758099769,1546,40,714,51.8,59,189,133,182,151,46.18,8.26,26.47,18.63,25.49,21.15,569,58.5,328,103,68,44,52,49,12,31.40,20.73,15.85,13.41,14.94,3.66,327,124,88,29,40,44,2,37.92,26.91,12.23,8.87,13.46,0.61
50412,34,16,95,5,Nippes,504,Niehl,6.9641784736,50.9768094667,1015,24.2,618,53.1,65,79,99,175,200,60.89,10.52,12.78,16.02,28.32,32.36,611,69.7,421,124,115,65,60,30,27,29.45,27.32,14.25,15.44,7.13,6.41,418,158,131,43,53,27,6,37.80,31.34,12.68,10.29,6.46,1.44
50413,34,16,95,5,Nippes,504,Niehl,6.9619667946,50.9794058867,1409,12.3,1064,55.1,84,165,149,288,378,75.51,7.89,15.51,14.00,27.07,35.53,1053,78.3,821,261,236,120,122,54,28,31.79,28.75,14.86,14.62,6.58,3.41,821,310,258,85,116,43,9,37.76,31.43,14.13,10.35,5.24,1.10
50414,34,16,95,5,Nippes,504,Niehl,6.9626042872,50.9825991645,1807,16.5,1243,52.5,94,224,223,330,372,68.79,7.56,18.02,17.94,26.55,29.93,1228,68.1,830,218,230,147,126,72,37,26.27,27.71,15.18,17.71,8.67,4.46,829,280,265,93,126,57,8,33.78,31.97,15.20,11.22,6.88,0.97
50501,34,16,95,5,Nippes,505,Weidenpesch,6.9523594467,50.9747905289,1721,15.3,1302,53.5,109,294,199,331,369,75.65,8.37,22.58,15.28,25.42,28.34,1266,65.0,815,250,176,94,122,127,46,30.67,21.60,14.97,11.53,15.58,5.64,807,307,187,85,107,110,11,38.04,23.17,13.26,10.53,13.63,1.36
50502,34,16,95,5,Nippes,505,Weidenpesch,6.9547833981,50.9803032951,1534,9.3,1247,54.3,110,209,172,362,394,81.29,8.82,16.76,13.79,29.03,31.60,1245,73.0,901,279,212,118,140,94,58,30.97,23.53,15.54,13.10,10.43,6.44,900,317,234,118,123,95,13,35.22,26.00,13.67,13.11,10.56,1.44
50503,34,16,95,5,Nippes,505,Weidenpesch,6.9488876311,50.9812416274,893,16.1,647,51.9,75,156,109,177,130,72.45,11.59,24.11,16.85,27.36,20.09,587,70.0,409,125,90,55,64,47,28,30.56,22.00,15.65,13.45,11.49,6.85,408,155,101,50,53,39,10,37.99,24.75,12.99,12.25,9.56,2.45
50504,34,16,95,5,Nippes,505,Weidenpesch,6.9487200977,50.9795150675,914,10.7,748,58.8,42,128,115,173,290,81.84,5.61,17.11,15.37,23.13,38.77,746,71.4,528,156,138,64,85,60,25,29.55,26.14,16.10,12.12,11.36,4.73,528,190,153,54,67,60,4,35.98,28.98,12.69,10.23,11.36,0.76
50505,34,16,95,5,Nippes,505,Weidenpesch,6.9500350037,50.9870923627,2262,25.9,1368,53.7,158,240,205,368,397,60.48,11.55,17.54,14.99,26.90,29.02,1315,65.9,855,221,213,133,134,106,48,25.85,24.91,15.67,15.56,12.40,5.61,853,306,246,90,106,91,14,35.87,28.84,12.43,10.55,10.67,1.64
50506,34,16,95,5,Nippes,505,Weidenpesch,6.9434438204,50.9779199652,912,7.9,740,53,46,101,124,207,262,81.14,6.22,13.65,16.76,27.97,35.41,730,73.3,532,146,145,83,69,61,28,27.44,27.26,12.97,15.60,11.47,5.26,530,179,161,56,70,56,8,33.77,30.38,13.21,10.57,10.57,1.51
