StimmbezirkNr,Kommunalwahlkreis,Landtagswahlkreis,Bundestagswahlkreis,StadtbezirkNr,StadtbezirkName,StadtteilNr,StadtteilName,X,Y,Einwohner,AnteilAusländer,Wahlberechtigte,AnteilFrauen,18bis24Jahre,25bis34Jahre,35bis44Jahre,45bis59Jahre,Ab60Jahre,AnteilWahlberechtigte,Anteil18bis24Jahre,Anteil25bis34Jahre,Anteil35bis44Jahre,Anteil45bis59Jahre,AnteilAb60Jahre,Wahlberechtigte2009,Wahlbeteiligung2009,GueltigeZweitstimmen2009,Zweitstimmen_SPD_2009,Zweitstimmen_CDU_2009,Zweitstimmen_FDP_2009,Zweitstimmen_GRUENE_2009,Zweitstimmen_DIE_LINKE_2009,Zweitstimmen_Sonstige_2009,ZweitstimmenAnteil_SPD_2009,ZweitstimmenAnteil_CDU_2009,ZweitstimmenAnteil_GRUENE_2009,ZweitstimmenAnteil_FDP_2009,ZweitstimmenAnteil_DIE_LINKE_2009,ZweitstimmenAnteil_Sonstige_2009,GueltigeErststimmen2009,Erststimmen_SPD_2009,Erststimmen_CDU_2009,Erststimmen_FDP_2009,Erststimmen_GRUENE_2009,Erststimmen_DIE_LINKE_2009,Erststimmen_Sonstige_2009,ErststimmenAnteil_SPD_2009,ErststimmenAnteil_CDU_2009,ErststimmenAnteil_GRUENE_2009,ErststimmenAnteil_FDP_2009,ErststimmenAnteil_DIE_LINKE_2009,ErststimmenAnteil_Sonstige_2009
21001,14,13,94,2,Rodenkirchen,210,Sürth,7.0187758159,50.8726303323,991,9.4,759,53.1,57,82,104,210,306,76.59,7.51,10.80,13.70,27.67,40.32,779,76.3,591,152,153,126,109,33,18,25.72,25.89,18.44,21.32,5.58,3.05,590,199,206,67,86,29,3,33.73,34.92,14.58,11.36,4.92,0.51
21002,14,13,94,2,Rodenkirchen,210,Sürth,7.0209409597,50.8694850981,918,10,699,56.9,30,78,106,225,260,76.14,4.29,11.16,15.16,32.19,37.20,658,75.8,496,119,155,116,69,22,15,23.99,31.25,13.91,23.39,4.44,3.02,494,151,206,57,54,23,3,30.57,41.70,10.93,11.54,4.66,0.61
21003,14,13,94,2,Rodenkirchen,210,Sürth,7.0152499057,50.8681635424,941,9.1,694,52.7,41,98,117,225,213,73.75,5.91,14.12,16.86,32.42,30.69,679,78.5,524,120,141,115,103,32,13,22.90,26.91,19.66,21.95,6.11,2.48,525,169,185,68,76,24,3,32.19,35.24,14.48,12.95,4.57,0.57
21004,14,13,94,2,Rodenkirchen,210,Sürth,7.0084098487,50.8664602196,1443,11.6,894,52.5,96,104,215,308,171,61.95,10.74,11.63,24.05,34.45,19.13,866,71.4,612,135,164,88,148,63,14,22.06,26.80,24.18,14.38,10.29,2.29,611,212,194,48,107,47,3,34.70,31.75,17.51,7.86,7.69,0.49
21005,14,13,94,2,Rodenkirchen,210,Sürth,7.0064521262,50.8706973542,1280,8.3,882,52.9,56,78,178,311,259,68.91,6.35,8.84,20.18,35.26,29.37,828,78.1,643,147,161,157,113,42,23,22.86,25.04,17.57,24.42,6.53,3.58,642,190,223,84,105,36,4,29.60,34.74,16.36,13.08,5.61,0.62
21006,14,13,94,2,Rodenkirchen,210,Sürth,7.0024521365,50.867003525,1017,9.2,786,52.8,59,185,150,217,175,77.29,7.51,23.54,19.08,27.61,22.26,777,71.0,549,113,145,109,113,40,29,20.58,26.41,20.58,19.85,7.29,5.28,546,162,191,65,93,31,4,29.67,34.98,17.03,11.90,5.68,0.73
21007,14,13,94,2,Rodenkirchen,210,Sürth,6.9987816975,50.8616150199,1443,5.7,954,51,91,106,193,335,229,66.11,9.54,11.11,20.23,35.12,24.00,887,85.5,756,134,239,150,165,47,21,17.72,31.61,21.83,19.84,6.22,2.78,755,209,288,76,145,34,3,27.68,38.15,19.21,10.07,4.50,0.40
21008,14,13,94,2,Rodenkirchen,210,Sürth,7.004453234,50.8629433526,926,7.9,673,54.5,71,57,101,252,192,72.68,10.55,8.47,15.01,37.44,28.53,640,80.5,513,110,151,105,111,27,9,21.44,29.43,21.64,20.47,5.26,1.75,512,166,185,58,77,24,2,32.42,36.13,15.04,11.33,4.69,0.39
21009,14,13,94,2,Rodenkirchen,210,Sürth,7.0027828037,50.8579102852,1647,5.4,1281,53,103,127,201,394,456,77.78,8.04,9.91,15.69,30.76,35.60,1250,83.8,1046,193,339,220,216,46,32,18.45,32.41,20.65,21.03,4.40,3.06,1042,286,384,128,201,36,7,27.45,36.85,19.29,12.28,3.45,0.67
21101,15,13,94,2,Rodenkirchen,211,Godorf,6.9815925807,50.8555000545,1239,26.8,761,47.3,62,140,91,250,218,61.42,8.15,18.40,11.96,32.85,28.65,766,58.0,440,140,125,68,41,35,31,31.82,28.41,9.32,15.45,7.95,7.05,440,160,152,45,36,32,15,36.36,34.55,8.18,10.23,7.27,3.41
21102,15,13,94,2,Rodenkirchen,211,Godorf,6.9717470556,50.8552342758,1149,14.7,807,50.7,54,100,110,254,289,70.23,6.69,12.39,13.63,31.47,35.81,819,63.7,516,150,165,81,44,40,36,29.07,31.98,8.53,15.70,7.75,6.98,508,173,186,56,44,39,10,34.06,36.61,8.66,11.02,7.68,1.97
21201,15,13,94,2,Rodenkirchen,212,Immendorf,6.9558492698,50.8517195304,949,9.6,727,51.9,61,91,83,222,270,76.61,8.39,12.52,11.42,30.54,37.14,731,67.9,491,135,145,90,54,46,21,27.49,29.53,11.00,18.33,9.37,4.28,490,170,174,55,42,36,13,34.69,35.51,8.57,11.22,7.35,2.65
21202,15,13,94,2,Rodenkirchen,212,Immendorf,6.9569706758,50.8592779426,1022,12.3,729,49.8,57,87,115,264,206,71.33,7.82,11.93,15.78,36.21,28.26,766,71.1,539,153,163,95,66,39,23,28.39,30.24,12.24,17.63,7.24,4.27,539,190,189,67,42,40,11,35.25,35.06,7.79,12.43,7.42,2.04
21301,15,13,94,2,Rodenkirchen,213,Meschenich,6.9369169228,50.8546823136,863,14.8,595,53.4,41,65,76,168,245,68.95,6.89,10.92,12.77,28.24,41.18,628,66.2,413,118,124,66,35,43,27,28.57,30.02,8.47,15.98,10.41,6.54,412,154,139,46,25,41,7,37.38,33.74,6.07,11.17,9.95,1.70
21302,15,13,94,2,Rodenkirchen,213,Meschenich,6.9304842364,50.8549131843,858,13.5,589,49.1,47,63,98,194,187,68.65,7.98,10.70,16.64,32.94,31.75,581,72.1,416,121,121,61,54,35,24,29.09,29.09,12.98,14.66,8.41,5.77,413,173,143,39,26,25,7,41.89,34.62,6.30,9.44,6.05,1.69
21303,15,13,94,2,Rodenkirchen,213,Meschenich,6.9267989505,50.8500175089,1959,15.9,1313,49.6,137,138,219,428,391,67.02,10.43,10.51,16.68,32.60,29.78,1293,69.2,891,272,275,146,88,67,43,30.53,30.86,9.88,16.39,7.52,4.83,886,352,313,85,59,60,17,39.73,35.33,6.66,9.59,6.77,1.92
21304,15,13,94,2,Rodenkirchen,213,Meschenich,6.927049994,50.8651831289,4100,61.8,1135,42.9,151,209,177,354,244,27.68,13.30,18.41,15.59,31.19,21.50,1131,37.7,423,141,96,52,48,66,20,33.33,22.70,11.35,12.29,15.60,4.73,422,158,112,44,51,47,10,37.44,26.54,12.09,10.43,11.14,2.37
30101,16,14,94,3,Lindenthal,301,Klettenberg,6.9182632139,50.9004605335,1820,8.6,1393,55.9,132,215,230,336,480,76.54,9.48,15.43,16.51,24.12,34.46,1352,69.8,935,209,290,173,174,60,29,22.35,31.02,18.61,18.50,6.42,3.10,933,318,348,94,126,46,1,34.08,37.30,13.50,10.08,4.93,0.11
30102,16,14,94,3,Lindenthal,301,Klettenberg,6.9228889693,50.9087165478,805,4.5,667,54.4,55,112,100,184,216,82.86,8.25,16.79,14.99,27.59,32.38,694,85.0,584,118,186,110,123,31,16,20.21,31.85,21.06,18.84,5.31,2.74,582,182,216,57,101,19,7,31.27,37.11,17.35,9.79,3.26,1.20
30103,16,14,94,3,Lindenthal,301,Klettenberg,6.9254607105,50.9061585379,1180,4.6,881,55.1,60,84,168,282,287,74.66,6.81,9.53,19.07,32.01,32.58,783,88.0,682,158,230,108,132,37,17,23.17,33.72,19.35,15.84,5.43,2.49,681,262,265,55,71,24,4,38.47,38.91,10.43,8.08,3.52,0.59
30104,16,14,94,3,Lindenthal,301,Klettenberg,6.9277276489,50.9091471164,951,6.2,729,57.2,65,85,129,236,214,76.66,8.92,11.66,17.70,32.37,29.36,724,87.2,627,154,131,85,180,57,20,24.56,20.89,28.71,13.56,9.09,3.19,627,265,156,51,118,32,5,42.26,24.88,18.82,8.13,5.10,0.80
30105,16,14,94,3,Lindenthal,301,Klettenberg,6.9241735922,50.9113222025,904,8.7,712,56.6,62,167,136,163,184,78.76,8.71,23.46,19.10,22.89,25.84,703,78.8,552,144,128,88,129,35,28,26.09,23.19,23.37,15.94,6.34,5.07,550,202,164,49,103,25,7,36.73,29.82,18.73,8.91,4.55,1.27
30106,16,14,94,3,Lindenthal,301,Klettenberg,6.9307479998,50.9117568707,745,6.4,598,56.9,39,81,105,190,183,80.27,6.52,13.55,17.56,31.77,30.60,606,78.4,473,146,104,52,110,44,17,30.87,21.99,23.26,10.99,9.30,3.59,474,212,122,29,77,32,2,44.73,25.74,16.24,6.12,6.75,0.42
30107,16,14,94,3,Lindenthal,301,Klettenberg,6.9292261382,50.9102812744,726,5,546,54.6,35,77,129,167,138,75.21,6.41,14.10,23.63,30.59,25.27,530,88.5,467,133,84,66,144,29,11,28.48,17.99,30.84,14.13,6.21,2.36,466,210,111,36,87,22,0,45.06,23.82,18.67,7.73,4.72,0.00
30108,16,14,94,3,Lindenthal,301,Klettenberg,6.9305150205,50.9130223064,869,7.7,697,57.2,68,140,130,165,194,80.21,9.76,20.09,18.65,23.67,27.83,711,78.6,556,156,114,56,149,63,18,28.06,20.50,26.80,10.07,11.33,3.24,557,239,124,33,111,47,3,42.91,22.26,19.93,5.92,8.44,0.54
30109,16,14,94,3,Lindenthal,301,Klettenberg,6.9283844552,50.9140812307,804,7.8,634,53.8,34,132,150,188,130,78.86,5.36,20.82,23.66,29.65,20.50,640,81.7,522,141,113,72,150,28,18,27.01,21.65,28.74,13.79,5.36,3.45,519,208,129,44,115,23,0,40.08,24.86,22.16,8.48,4.43,0.00
30110,16,14,94,3,Lindenthal,301,Klettenberg,6.9260096525,50.9134961858,1758,7.6,1391,51,100,339,310,347,295,79.12,7.19,24.37,22.29,24.95,21.21,1141,83.5,952,223,195,130,305,65,34,23.42,20.48,32.04,13.66,6.83,3.57,949,360,258,63,220,44,4,37.93,27.19,23.18,6.64,4.64,0.42
30201,16,14,94,3,Lindenthal,302,Sülz,6.9312780094,50.9168173322,907,6.2,744,58.2,29,135,143,191,246,82.03,3.90,18.15,19.22,25.67,33.06,712,82.3,585,146,158,81,146,35,19,24.96,27.01,24.96,13.85,5.98,3.25,584,227,180,46,106,23,2,38.87,30.82,18.15,7.88,3.94,0.34
30202,16,14,94,3,Lindenthal,302,Sülz,6.9311481206,50.9149523296,908,8.3,724,53.2,56,159,157,161,191,79.74,7.73,21.96,21.69,22.24,26.38,714,77.2,548,136,151,87,121,35,18,24.82,27.55,22.08,15.88,6.39,3.28,550,207,153,56,106,21,7,37.64,27.82,19.27,10.18,3.82,1.27
30203,16,14,94,3,Lindenthal,302,Sülz,6.9352713812,50.9199560828,1075,13.8,864,45.7,241,398,105,75,45,80.37,27.89,46.06,12.15,8.68,5.21,782,73.1,571,119,137,106,135,34,40,20.84,23.99,23.64,18.56,5.95,7.01,570,199,170,78,92,27,4,34.91,29.82,16.14,13.68,4.74,0.70
30204,16,14,94,3,Lindenthal,302,Sülz,6.9343648344,50.9168354328,1145,9.2,951,50.2,96,233,167,255,200,83.06,10.09,24.50,17.56,26.81,21.03,903,76.0,680,166,170,120,140,54,30,24.41,25.00,20.59,17.65,7.94,4.41,679,246,211,78,104,36,4,36.23,31.08,15.32,11.49,5.30,0.59
30205,16,14,94,3,Lindenthal,302,Sülz,6.9342544459,50.9233760709,1018,9.9,824,49.5,74,361,156,141,92,80.94,8.98,43.81,18.93,17.11,11.17,816,78.6,637,123,155,115,173,44,27,19.31,24.33,27.16,18.05,6.91,4.24,637,212,192,68,126,37,2,33.28,30.14,19.78,10.68,5.81,0.31
30206,16,14,94,3,Lindenthal,302,Sülz,6.9327306619,50.9216900911,1088,36.2,639,42.7,106,213,71,125,124,58.73,16.59,33.33,11.11,19.56,19.41,614,66.0,400,90,85,74,84,40,27,22.50,21.25,21.00,18.50,10.00,6.75,399,138,115,39,70,33,4,34.59,28.82,17.54,9.77,8.27,1.00
30207,16,14,94,3,Lindenthal,302,Sülz,6.9307786545,50.9197418619,1036,7.1,836,52.6,87,261,158,164,166,80.69,10.41,31.22,18.90,19.62,19.86,835,81.4,674,148,154,123,172,51,26,21.96,22.85,25.52,18.25,7.57,3.86,675,234,197,66,136,41,1,34.67,29.19,20.15,9.78,6.07,0.15
30208,16,14,94,3,Lindenthal,302,Sülz,6.9287448154,50.9205645335,1161,12.7,891,54.7,132,351,150,154,104,76.74,14.81,39.39,16.84,17.28,11.67,845,82.5,693,148,169,110,184,49,33,21.36,24.39,26.55,15.87,7.07,4.76,691,252,193,64,138,40,4,36.47,27.93,19.97,9.26,5.79,0.58
30209,16,14,94,3,Lindenthal,302,Sülz,6.9263764903,50.918431844,940,8.5,727,56.1,65,159,140,166,197,77.34,8.94,21.87,19.26,22.83,27.10,711,79.9,566,134,124,82,150,56,20,23.67,21.91,26.50,14.49,9.89,3.53,564,239,149,41,99,33,3,42.38,26.42,17.55,7.27,5.85,0.53
30210,16,14,94,3,Lindenthal,302,Sülz,6.9283691353,50.9172446863,971,9.8,731,53.6,59,185,168,176,143,75.28,8.07,25.31,22.98,24.08,19.56,697,79.8,553,132,97,87,176,48,13,23.87,17.54,31.83,15.73,8.68,2.35,548,222,126,50,111,36,3,40.51,22.99,20.26,9.12,6.57,0.55
30211,17,14,94,3,Lindenthal,302,Sülz,6.9234466968,50.9151258035,978,7.1,786,52.8,54,239,199,175,119,80.37,6.87,30.41,25.32,22.26,15.14,795,83.8,666,158,139,101,202,50,16,23.72,20.87,30.33,15.17,7.51,2.40,664,246,161,54,162,38,3,37.05,24.25,24.40,8.13,5.72,0.45
30212,17,14,94,3,Lindenthal,302,Sülz,6.9251798754,50.9156032481,1007,7.9,812,56.9,41,232,211,179,149,80.64,5.05,28.57,25.99,22.04,18.35,805,84.2,674,124,174,148,163,37,28,18.40,25.82,24.18,21.96,5.49,4.15,673,202,219,81,138,30,3,30.01,32.54,20.51,12.04,4.46,0.45
30213,17,14,94,3,Lindenthal,302,Sülz,6.9201732441,50.9131899392,945,6.6,808,56.9,55,204,171,191,187,85.50,6.81,25.25,21.16,23.64,23.14,788,78.3,615,152,172,84,149,34,24,24.72,27.97,24.23,13.66,5.53,3.90,614,236,182,57,102,31,6,38.44,29.64,16.61,9.28,5.05,0.98
30214,17,14,94,3,Lindenthal,302,Sülz,6.9216697073,50.9120125675,903,6,738,60.2,59,212,148,149,170,81.73,7.99,28.73,20.05,20.19,23.04,720,81.8,585,140,153,97,149,32,14,23.93,26.15,25.47,16.58,5.47,2.39,585,223,175,58,100,26,3,38.12,29.91,17.09,9.91,4.44,0.51
30215,17,14,94,3,Lindenthal,302,Sülz,6.9112835743,50.9038417814,873,8.8,691,53.4,62,116,126,185,202,79.15,8.97,16.79,18.23,26.77,29.23,691,81.9,565,110,186,108,104,35,22,19.47,32.92,18.41,19.12,6.19,3.89,563,189,202,62,80,27,3,33.57,35.88,14.21,11.01,4.80,0.53
30216,17,14,94,3,Lindenthal,302,Sülz,6.9186017565,50.910208803,795,3.1,633,55.6,50,97,125,176,185,79.62,7.90,15.32,19.75,27.80,29.23,629,86.3,542,105,170,111,118,28,10,19.37,31.37,21.77,20.48,5.17,1.85,542,172,216,50,80,22,2,31.73,39.85,14.76,9.23,4.06,0.37
30217,17,14,94,3,Lindenthal,302,Sülz,6.9161377702,50.9157742258,952,5.3,758,57.3,51,141,136,201,229,79.62,6.73,18.60,17.94,26.52,30.21,764,82.2,626,163,165,89,142,43,24,26.04,26.36,22.68,14.22,6.87,3.83,624,246,180,58,95,39,6,39.42,28.85,15.22,9.29,6.25,0.96
30218,17,14,94,3,Lindenthal,302,Sülz,6.917150465,50.9139776081,1194,4.6,818,55.9,52,108,196,230,232,68.51,6.36,13.20,23.96,28.12,28.36,683,80.2,545,162,143,81,110,37,12,29.72,26.24,20.18,14.86,6.79,2.20,544,208,167,49,86,31,3,38.24,30.70,15.81,9.01,5.70,0.55
30219,17,14,94,3,Lindenthal,302,Sülz,6.9201373301,50.9165577031,1596,4.3,1317,58.2,81,287,266,311,372,82.52,6.15,21.79,20.20,23.61,28.25,1306,79.8,1040,283,215,140,294,68,40,27.21,20.67,28.27,13.46,6.54,3.85,1040,449,249,79,198,59,6,43.17,23.94,19.04,7.60,5.67,0.58
30220,17,14,94,3,Lindenthal,302,Sülz,6.9213699679,50.918190555,1062,8,868,54.7,76,221,187,202,182,81.73,8.76,25.46,21.54,23.27,20.97,851,81.4,691,180,169,92,175,52,23,26.05,24.46,25.33,13.31,7.53,3.33,692,255,189,57,140,45,6,36.85,27.31,20.23,8.24,6.50,0.87
30221,17,14,94,3,Lindenthal,302,Sülz,6.9230795389,50.9173260508,1096,8.7,895,53.6,62,212,226,242,153,81.66,6.93,23.69,25.25,27.04,17.09,869,83.0,719,168,180,130,175,47,19,23.37,25.03,24.34,18.08,6.54,2.64,718,270,204,77,135,30,2,37.60,28.41,18.80,10.72,4.18,0.28
30222,17,14,94,3,Lindenthal,302,Sülz,6.9247502221,50.9202823879,1554,13.2,1215,56,126,396,220,235,238,78.19,10.37,32.59,18.11,19.34,19.59,1197,76.4,912,181,235,145,238,75,38,19.85,25.77,26.10,15.90,8.22,4.17,910,298,268,77,204,56,7,32.75,29.45,22.42,8.46,6.15,0.77
30223,17,14,94,3,Lindenthal,302,Sülz,6.9276551101,50.9227821113,1405,12.4,1101,51.5,143,403,205,209,141,78.36,12.99,36.60,18.62,18.98,12.81,1088,78.8,852,185,184,136,254,63,30,21.71,21.60,29.81,15.96,7.39,3.52,851,328,203,81,197,39,3,38.54,23.85,23.15,9.52,4.58,0.35
30224,17,14,94,3,Lindenthal,302,Sülz,6.9247226994,50.9227766309,1624,14.3,1227,54.8,158,400,232,256,181,75.55,12.88,32.60,18.91,20.86,14.75,1221,77.6,944,186,197,133,293,96,39,19.70,20.87,31.04,14.09,10.17,4.13,941,347,223,80,218,70,3,36.88,23.70,23.17,8.50,7.44,0.32
30225,17,14,94,3,Lindenthal,302,Sülz,6.9204746404,50.9212331739,981,11.8,761,54.3,95,235,144,162,125,77.57,12.48,30.88,18.92,21.29,16.43,719,85.4,609,119,129,104,180,57,20,19.54,21.18,29.56,17.08,9.36,3.28,608,221,170,49,126,40,2,36.35,27.96,20.72,8.06,6.58,0.33
30226,17,14,94,3,Lindenthal,302,Sülz,6.9219082727,50.9199843163,878,10,697,49.4,78,239,134,147,99,79.38,11.19,34.29,19.23,21.09,14.20,643,77.4,497,103,101,80,142,48,23,20.72,20.32,28.57,16.10,9.66,4.63,497,165,125,46,123,36,2,33.20,25.15,24.75,9.26,7.24,0.40
30227,17,14,94,3,Lindenthal,302,Sülz,6.9168594326,50.9192242691,951,6.2,766,57,66,148,132,213,207,80.55,8.62,19.32,17.23,27.81,27.02,765,79.0,600,163,142,91,132,42,30,27.17,23.67,22.00,15.17,7.00,5.00,598,231,168,53,115,22,9,38.63,28.09,19.23,8.86,3.68,1.51
30228,17,14,94,3,Lindenthal,302,Sülz,6.9183611372,50.9201846477,923,8.6,737,58.9,54,206,146,179,152,79.85,7.33,27.95,19.81,24.29,20.62,761,78.7,596,138,135,89,164,46,24,23.15,22.65,27.52,14.93,7.72,4.03,594,226,154,52,134,24,4,38.05,25.93,22.56,8.75,4.04,0.67
30229,17,14,94,3,Lindenthal,302,Sülz,6.9102993776,50.9192692694,813,4.6,650,53.7,42,146,148,155,159,79.95,6.46,22.46,22.77,23.85,24.46,622,79.6,490,137,127,83,95,29,19,27.96,25.92,19.39,16.94,5.92,3.88,490,183,153,51,82,18,3,37.35,31.22,16.73,10.41,3.67,0.61
30230,17,14,94,3,Lindenthal,302,Sülz,6.9140397681,50.919060576,726,4.8,600,55.8,25,110,101,147,217,82.64,4.17,18.33,16.83,24.50,36.17,614,80.3,492,131,129,85,99,34,14,26.63,26.22,20.12,17.28,6.91,2.85,491,191,161,39,69,25,6,38.90,32.79,14.05,7.94,5.09,1.22
30231,17,14,94,3,Lindenthal,302,Sülz,6.9141802259,50.917313288,675,4.6,530,53.2,36,80,111,119,184,78.52,6.79,15.09,20.94,22.45,34.72,540,81.9,440,108,107,74,104,35,12,24.55,24.32,23.64,16.82,7.95,2.73,440,164,136,36,75,26,3,37.27,30.91,17.05,8.18,5.91,0.68
30232,17,14,94,3,Lindenthal,302,Sülz,6.9110530214,50.917384167,729,4.7,599,57.3,41,122,97,174,165,82.17,6.84,20.37,16.19,29.05,27.55,592,84.8,500,119,126,94,119,24,18,23.80,25.20,23.80,18.80,4.80,3.60,497,168,157,48,102,19,3,33.80,31.59,20.52,9.66,3.82,0.60
30233,17,14,94,3,Lindenthal,302,Sülz,6.9018300274,50.9098338752,1478,5.3,1147,53.2,55,152,226,353,361,77.60,4.80,13.25,19.70,30.78,31.47,1125,88.4,994,176,326,221,195,48,28,17.71,32.80,19.62,22.23,4.83,2.82,989,301,391,111,152,31,3,30.43,39.53,15.37,11.22,3.13,0.30
30234,17,14,94,3,Lindenthal,302,Sülz,6.9047968623,50.9173532508,1580,6.9,1266,55.5,102,252,207,305,400,80.13,8.06,19.91,16.35,24.09,31.60,1172,79.6,932,236,280,168,161,57,30,25.32,30.04,17.27,18.03,6.12,3.22,926,335,314,103,125,42,7,36.18,33.91,13.50,11.12,4.54,0.76
30301,18,14,94,3,Lindenthal,303,Lindenthal,6.9115673735,50.921411715,1702,7.8,1356,55.2,220,290,192,312,342,79.67,16.22,21.39,14.16,23.01,25.22,1316,80.9,1062,218,324,180,229,67,44,20.53,30.51,21.56,16.95,6.31,4.14,1061,343,373,106,191,38,10,32.33,35.16,18.00,9.99,3.58,0.94
30302,18,14,94,3,Lindenthal,303,Lindenthal,6.9168153323,50.9226062213,1334,8.7,1024,52.5,128,250,184,233,229,76.76,12.50,24.41,17.97,22.75,22.36,981,82.1,802,159,199,143,217,48,36,19.83,24.81,27.06,17.83,5.99,4.49,801,265,243,90,158,41,4,33.08,30.34,19.73,11.24,5.12,0.50
30303,18,14,94,3,Lindenthal,303,Lindenthal,6.9252767176,50.9245429169,1262,10.4,963,55.2,153,297,162,168,183,76.31,15.89,30.84,16.82,17.45,19.00,945,81.9,770,159,193,117,224,55,22,20.65,25.06,29.09,15.19,7.14,2.86,768,284,221,75,142,41,5,36.98,28.78,18.49,9.77,5.34,0.65
30304,18,14,94,3,Lindenthal,303,Lindenthal,6.927413709,50.9283721432,1000,12.8,775,54.7,109,221,141,150,154,77.50,14.06,28.52,18.19,19.35,19.87,710,82.5,585,126,160,112,151,24,12,21.54,27.35,25.81,19.15,4.10,2.05,583,183,200,63,118,16,3,31.39,34.31,20.24,10.81,2.74,0.51
30305,18,14,94,3,Lindenthal,303,Lindenthal,6.9246122483,50.9311836436,901,13.3,676,54,117,225,91,112,131,75.03,17.31,33.28,13.46,16.57,19.38,669,79.7,532,122,134,97,135,21,23,22.93,25.19,25.38,18.23,3.95,4.32,531,188,181,43,95,20,4,35.40,34.09,17.89,8.10,3.77,0.75
30306,18,14,94,3,Lindenthal,303,Lindenthal,6.9206027997,50.9311383709,1040,17.3,757,55,77,232,118,145,185,72.79,10.17,30.65,15.59,19.15,24.44,750,76.9,575,124,160,111,136,26,18,21.57,27.83,23.65,19.30,4.52,3.13,572,190,195,65,103,17,2,33.22,34.09,18.01,11.36,2.97,0.35
30307,18,14,94,3,Lindenthal,303,Lindenthal,6.9179878966,50.9293792229,1057,8.9,848,53.9,88,240,118,165,237,80.23,10.38,28.30,13.92,19.46,27.95,794,83.5,655,123,198,134,136,41,23,18.78,30.23,20.76,20.46,6.26,3.51,652,196,247,72,107,23,7,30.06,37.88,16.41,11.04,3.53,1.07
30308,18,14,94,3,Lindenthal,303,Lindenthal,6.9193634964,50.9260924688,983,10.9,764,52.5,76,191,137,148,212,77.72,9.95,25.00,17.93,19.37,27.75,715,83.1,593,107,216,115,123,21,11,18.04,36.42,20.74,19.39,3.54,1.85,593,164,253,61,97,15,3,27.66,42.66,16.36,10.29,2.53,0.51
30309,18,14,94,3,Lindenthal,303,Lindenthal,6.9135393951,50.9250134431,797,6.9,662,58.8,62,143,74,94,289,83.06,9.37,21.60,11.18,14.20,43.66,680,73.1,496,98,174,98,87,18,21,19.76,35.08,17.54,19.76,3.63,4.23,495,131,198,69,75,20,2,26.46,40.00,15.15,13.94,4.04,0.40
30310,18,14,94,3,Lindenthal,303,Lindenthal,6.9146989793,50.9280262183,1256,15.9,949,56.7,292,250,107,108,192,75.56,30.77,26.34,11.28,11.38,20.23,895,81.5,728,124,221,143,177,33,30,17.03,30.36,24.31,19.64,4.53,4.12,724,214,271,81,124,30,4,29.56,37.43,17.13,11.19,4.14,0.55
30311,18,14,94,3,Lindenthal,303,Lindenthal,6.9111711701,50.927192235,1017,8,840,55.8,69,241,169,180,181,82.60,8.21,28.69,20.12,21.43,21.55,821,78.6,644,131,220,114,126,30,23,20.34,34.16,19.57,17.70,4.66,3.57,643,193,248,71,100,28,3,30.02,38.57,15.55,11.04,4.35,0.47
30312,18,14,94,3,Lindenthal,303,Lindenthal,6.9099648014,50.9249150851,905,9.1,752,55.2,56,201,137,153,205,83.09,7.45,26.73,18.22,20.35,27.26,692,73.6,508,109,130,100,127,27,15,21.46,25.59,25.00,19.69,5.31,2.95,507,167,166,59,97,17,1,32.94,32.74,19.13,11.64,3.35,0.20
30313,18,14,94,3,Lindenthal,303,Lindenthal,6.9099130143,50.9232032467,905,7.7,750,53.3,76,199,134,158,183,82.87,10.13,26.53,17.87,21.07,24.40,734,82.2,602,123,182,115,130,37,15,20.43,30.23,21.59,19.10,6.15,2.49,601,198,217,66,97,22,1,32.95,36.11,16.14,10.98,3.66,0.17
30314,18,14,94,3,Lindenthal,303,Lindenthal,6.9071723414,50.9242923348,906,7.8,726,55.9,64,195,125,169,173,80.13,8.82,26.86,17.22,23.28,23.83,743,83.6,620,115,188,133,141,27,16,18.55,30.32,22.74,21.45,4.35,2.58,620,187,236,68,107,19,3,30.16,38.06,17.26,10.97,3.06,0.48
30315,18,14,94,3,Lindenthal,303,Lindenthal,6.9060079664,50.9257415925,887,8.5,719,54.7,56,164,111,150,238,81.06,7.79,22.81,15.44,20.86,33.10,722,82.5,591,117,196,131,118,19,10,19.80,33.16,19.97,22.17,3.21,1.69,589,167,246,74,89,12,1,28.35,41.77,15.11,12.56,2.04,0.17
30316,18,14,94,3,Lindenthal,303,Lindenthal,6.9028611405,50.9200920083,1007,4.9,758,54.6,45,64,120,223,306,75.27,5.94,8.44,15.83,29.42,40.37,764,87.8,670,128,232,146,124,20,20,19.10,34.63,18.51,21.79,2.99,2.99,670,200,292,78,78,14,8,29.85,43.58,11.64,11.64,2.09,1.19
30317,18,14,94,3,Lindenthal,303,Lindenthal,6.9052638703,50.9221607725,1080,6.3,860,54.1,75,166,165,209,245,79.63,8.72,19.30,19.19,24.30,28.49,837,84.0,702,145,213,150,143,30,21,20.66,30.34,20.37,21.37,4.27,2.99,700,225,283,72,90,24,6,32.14,40.43,12.86,10.29,3.43,0.86
